municipio_codigo;municipio_nombre;sexo;nacionalidad_de_la_madre;numero_nacimientos
140; Serranillos del Valle;Hombre;América del Norte;0
140; Serranillos del Valle;Hombre;América del Sur;1
140; Serranillos del Valle;Hombre;Apátridas;0
140; Serranillos del Valle;Hombre;Asia;0
140; Serranillos del Valle;Hombre;No consta;0
140; Serranillos del Valle;Hombre;Oceanía;0
140; Serranillos del Valle;Hombre;Otros países de América;0
140; Serranillos del Valle;Hombre;Otros países de Europa;1
140; Serranillos del Valle;Hombre;Unión Europea;19
140; Serranillos del Valle;Mujer;África;0
140; Serranillos del Valle;Mujer;América Central y del Caribe;0
140; Serranillos del Valle;Mujer;América del Norte;0
140; Serranillos del Valle;Mujer;América del Sur;1
140; Serranillos del Valle;Mujer;Apátridas;0
140; Serranillos del Valle;Mujer;Asia;0
140; Serranillos del Valle;Mujer;No consta;0
140; Serranillos del Valle;Mujer;Oceanía;0
140; Serranillos del Valle;Mujer;Otros países de América;0
140; Serranillos del Valle;Mujer;Otros países de Europa;0
140; Serranillos del Valle;Mujer;Unión Europea;17
141; Sevilla la Nueva;Hombre;África;1
141; Sevilla la Nueva;Hombre;América Central y del Caribe;1
141; Sevilla la Nueva;Hombre;América del Norte;0
141; Sevilla la Nueva;Hombre;América del Sur;1
141; Sevilla la Nueva;Hombre;Apátridas;0
141; Sevilla la Nueva;Hombre;Asia;0
141; Sevilla la Nueva;Hombre;No consta;0
141; Sevilla la Nueva;Hombre;Oceanía;0
141; Sevilla la Nueva;Hombre;Otros países de América;0
141; Sevilla la Nueva;Hombre;Otros países de Europa;1
141; Sevilla la Nueva;Hombre;Unión Europea;40
141; Sevilla la Nueva;Mujer;África;2
141; Sevilla la Nueva;Mujer;América Central y del Caribe;0
141; Sevilla la Nueva;Mujer;América del Norte;0
141; Sevilla la Nueva;Mujer;América del Sur;0
141; Sevilla la Nueva;Mujer;Apátridas;0
141; Sevilla la Nueva;Mujer;Asia;0
141; Sevilla la Nueva;Mujer;No consta;0
141; Sevilla la Nueva;Mujer;Oceanía;0
141; Sevilla la Nueva;Mujer;Otros países de América;0
141; Sevilla la Nueva;Mujer;Otros países de Europa;0
141; Sevilla la Nueva;Mujer;Unión Europea;37
143; Somosierra;Hombre;África;0
143; Somosierra;Hombre;América Central y del Caribe;0
143; Somosierra;Hombre;América del Norte;0
143; Somosierra;Hombre;América del Sur;0
143; Somosierra;Hombre;Apátridas;0
143; Somosierra;Hombre;Asia;0
143; Somosierra;Hombre;No consta;0
143; Somosierra;Hombre;Oceanía;0
143; Somosierra;Hombre;Otros países de América;0
143; Somosierra;Hombre;Otros países de Europa;0
143; Somosierra;Hombre;Unión Europea;0
143; Somosierra;Mujer;África;0
143; Somosierra;Mujer;América Central y del Caribe;0
143; Somosierra;Mujer;América del Norte;0
143; Somosierra;Mujer;América del Sur;0
143; Somosierra;Mujer;Apátridas;0
143; Somosierra;Mujer;Asia;0
143; Somosierra;Mujer;No consta;0
143; Somosierra;Mujer;Oceanía;0
143; Somosierra;Mujer;Otros países de América;0
143; Somosierra;Mujer;Otros países de Europa;0
143; Somosierra;Mujer;Unión Europea;0
144; Soto del Real;Hombre;África;1
144; Soto del Real;Hombre;América Central y del Caribe;0
144; Soto del Real;Hombre;América del Norte;0
144; Soto del Real;Hombre;América del Sur;2
144; Soto del Real;Hombre;Apátridas;0
144; Soto del Real;Hombre;Asia;0
144; Soto del Real;Hombre;No consta;0
144; Soto del Real;Hombre;Oceanía;0
144; Soto del Real;Hombre;Otros países de América;0
144; Soto del Real;Hombre;Otros países de Europa;0
144; Soto del Real;Hombre;Unión Europea;22
144; Soto del Real;Mujer;África;1
144; Soto del Real;Mujer;América Central y del Caribe;0
144; Soto del Real;Mujer;América del Norte;0
144; Soto del Real;Mujer;América del Sur;3
144; Soto del Real;Mujer;Apátridas;0
144; Soto del Real;Mujer;Asia;1
144; Soto del Real;Mujer;No consta;0
144; Soto del Real;Mujer;Oceanía;0
144; Soto del Real;Mujer;Otros países de América;0
144; Soto del Real;Mujer;Otros países de Europa;1
144; Soto del Real;Mujer;Unión Europea;15
145; Talamanca de Jarama;Hombre;África;2
145; Talamanca de Jarama;Hombre;América Central y del Caribe;0
145; Talamanca de Jarama;Hombre;América del Norte;0
145; Talamanca de Jarama;Hombre;América del Sur;0
145; Talamanca de Jarama;Hombre;Apátridas;0
145; Talamanca de Jarama;Hombre;Asia;0
145; Talamanca de Jarama;Hombre;No consta;0
145; Talamanca de Jarama;Hombre;Oceanía;0
145; Talamanca de Jarama;Hombre;Otros países de América;0
145; Talamanca de Jarama;Hombre;Otros países de Europa;0
145; Talamanca de Jarama;Hombre;Unión Europea;18
145; Talamanca de Jarama;Mujer;África;1
145; Talamanca de Jarama;Mujer;América Central y del Caribe;0
145; Talamanca de Jarama;Mujer;América del Norte;0
145; Talamanca de Jarama;Mujer;América del Sur;0
145; Talamanca de Jarama;Mujer;Apátridas;0
145; Talamanca de Jarama;Mujer;Asia;0
145; Talamanca de Jarama;Mujer;No consta;0
145; Talamanca de Jarama;Mujer;Oceanía;0
145; Talamanca de Jarama;Mujer;Otros países de América;0
145; Talamanca de Jarama;Mujer;Otros países de Europa;0
145; Talamanca de Jarama;Mujer;Unión Europea;20
146; Tielmes;Hombre;África;0
146; Tielmes;Hombre;América Central y del Caribe;0
146; Tielmes;Hombre;América del Norte;0
146; Tielmes;Hombre;América del Sur;1
146; Tielmes;Hombre;Apátridas;0
146; Tielmes;Hombre;Asia;0
146; Tielmes;Hombre;No consta;0
146; Tielmes;Hombre;Oceanía;0
146; Tielmes;Hombre;Otros países de América;0
146; Tielmes;Hombre;Otros países de Europa;0
146; Tielmes;Hombre;Unión Europea;9
146; Tielmes;Mujer;África;1
146; Tielmes;Mujer;América Central y del Caribe;0
146; Tielmes;Mujer;América del Norte;0
146; Tielmes;Mujer;América del Sur;0
146; Tielmes;Mujer;Apátridas;0
146; Tielmes;Mujer;Asia;0
146; Tielmes;Mujer;No consta;0
146; Tielmes;Mujer;Oceanía;0
146; Tielmes;Mujer;Otros países de América;0
146; Tielmes;Mujer;Otros países de Europa;0
146; Tielmes;Mujer;Unión Europea;8
147; Titulcia;Hombre;África;0
147; Titulcia;Hombre;América Central y del Caribe;0
147; Titulcia;Hombre;América del Norte;0
147; Titulcia;Hombre;América del Sur;0
147; Titulcia;Hombre;Apátridas;0
147; Titulcia;Hombre;Asia;0
147; Titulcia;Hombre;No consta;0
147; Titulcia;Hombre;Oceanía;0
147; Titulcia;Hombre;Otros países de América;0
147; Titulcia;Hombre;Otros países de Europa;0
147; Titulcia;Hombre;Unión Europea;6
147; Titulcia;Mujer;África;0
147; Titulcia;Mujer;América Central y del Caribe;0
147; Titulcia;Mujer;América del Norte;0
147; Titulcia;Mujer;América del Sur;1
147; Titulcia;Mujer;Apátridas;0
147; Titulcia;Mujer;Asia;0
147; Titulcia;Mujer;No consta;0
147; Titulcia;Mujer;Oceanía;0
147; Titulcia;Mujer;Otros países de América;0
147; Titulcia;Mujer;Otros países de Europa;0
147; Titulcia;Mujer;Unión Europea;9
148; Torrejón de Ardoz;Hombre;África;51
148; Torrejón de Ardoz;Hombre;América Central y del Caribe;9
148; Torrejón de Ardoz;Hombre;América del Norte;2
148; Torrejón de Ardoz;Hombre;América del Sur;28
148; Torrejón de Ardoz;Hombre;Apátridas;0
148; Torrejón de Ardoz;Hombre;Asia;9
148; Torrejón de Ardoz;Hombre;No consta;0
148; Torrejón de Ardoz;Hombre;Oceanía;0
148; Torrejón de Ardoz;Hombre;Otros países de América;0
148; Torrejón de Ardoz;Hombre;Otros países de Europa;5
148; Torrejón de Ardoz;Hombre;Unión Europea;625
148; Torrejón de Ardoz;Mujer;África;49
148; Torrejón de Ardoz;Mujer;América Central y del Caribe;5
148; Torrejón de Ardoz;Mujer;América del Norte;0
148; Torrejón de Ardoz;Mujer;América del Sur;26
148; Torrejón de Ardoz;Mujer;Apátridas;0
148; Torrejón de Ardoz;Mujer;Asia;10
148; Torrejón de Ardoz;Mujer;No consta;0
148; Torrejón de Ardoz;Mujer;Oceanía;1
148; Torrejón de Ardoz;Mujer;Otros países de América;0
148; Torrejón de Ardoz;Mujer;Otros países de Europa;5
148; Torrejón de Ardoz;Mujer;Unión Europea;594
149; Torrejón de la Calzada;Hombre;África;1
149; Torrejón de la Calzada;Hombre;América Central y del Caribe;0
149; Torrejón de la Calzada;Hombre;América del Norte;0
149; Torrejón de la Calzada;Hombre;América del Sur;3
149; Torrejón de la Calzada;Hombre;Apátridas;0
149; Torrejón de la Calzada;Hombre;Asia;1
149; Torrejón de la Calzada;Hombre;No consta;0
149; Torrejón de la Calzada;Hombre;Oceanía;0
149; Torrejón de la Calzada;Hombre;Otros países de América;0
149; Torrejón de la Calzada;Hombre;Otros países de Europa;0
149; Torrejón de la Calzada;Hombre;Unión Europea;38
149; Torrejón de la Calzada;Mujer;África;3
149; Torrejón de la Calzada;Mujer;América Central y del Caribe;0
149; Torrejón de la Calzada;Mujer;América del Norte;0
149; Torrejón de la Calzada;Mujer;América del Sur;0
149; Torrejón de la Calzada;Mujer;Apátridas;0
149; Torrejón de la Calzada;Mujer;Asia;2
149; Torrejón de la Calzada;Mujer;No consta;0
149; Torrejón de la Calzada;Mujer;Oceanía;0
149; Torrejón de la Calzada;Mujer;Otros países de América;0
149; Torrejón de la Calzada;Mujer;Otros países de Europa;0
149; Torrejón de la Calzada;Mujer;Unión Europea;50
150; Torrejón de Velasco;Hombre;África;0
150; Torrejón de Velasco;Hombre;América Central y del Caribe;0
150; Torrejón de Velasco;Hombre;América del Norte;0
150; Torrejón de Velasco;Hombre;América del Sur;0
150; Torrejón de Velasco;Hombre;Apátridas;0
150; Torrejón de Velasco;Hombre;Asia;0
150; Torrejón de Velasco;Hombre;No consta;0
150; Torrejón de Velasco;Hombre;Oceanía;0
150; Torrejón de Velasco;Hombre;Otros países de América;0
150; Torrejón de Velasco;Hombre;Otros países de Europa;0
150; Torrejón de Velasco;Hombre;Unión Europea;14
150; Torrejón de Velasco;Mujer;África;0
150; Torrejón de Velasco;Mujer;América Central y del Caribe;0
150; Torrejón de Velasco;Mujer;América del Norte;0
150; Torrejón de Velasco;Mujer;América del Sur;0
150; Torrejón de Velasco;Mujer;Apátridas;0
150; Torrejón de Velasco;Mujer;Asia;0
150; Torrejón de Velasco;Mujer;No consta;0
150; Torrejón de Velasco;Mujer;Oceanía;0
150; Torrejón de Velasco;Mujer;Otros países de América;0
150; Torrejón de Velasco;Mujer;Otros países de Europa;0
150; Torrejón de Velasco;Mujer;Unión Europea;19
151; Torrelaguna;Hombre;África;3
151; Torrelaguna;Hombre;América Central y del Caribe;0
151; Torrelaguna;Hombre;América del Norte;0
151; Torrelaguna;Hombre;América del Sur;0
151; Torrelaguna;Hombre;Apátridas;0
151; Torrelaguna;Hombre;Asia;1
151; Torrelaguna;Hombre;No consta;0
151; Torrelaguna;Hombre;Oceanía;0
151; Torrelaguna;Hombre;Otros países de América;0
151; Torrelaguna;Hombre;Otros países de Europa;0
151; Torrelaguna;Hombre;Unión Europea;10
151; Torrelaguna;Mujer;África;3
151; Torrelaguna;Mujer;América Central y del Caribe;0
151; Torrelaguna;Mujer;América del Norte;0
151; Torrelaguna;Mujer;América del Sur;0
151; Torrelaguna;Mujer;Apátridas;0
151; Torrelaguna;Mujer;Asia;1
151; Torrelaguna;Mujer;No consta;0
151; Torrelaguna;Mujer;Oceanía;0
151; Torrelaguna;Mujer;Otros países de América;0
151; Torrelaguna;Mujer;Otros países de Europa;0
151; Torrelaguna;Mujer;Unión Europea;15
152; Torrelodones;Hombre;África;0
152; Torrelodones;Hombre;América Central y del Caribe;1
152; Torrelodones;Hombre;América del Norte;1
152; Torrelodones;Hombre;América del Sur;2
152; Torrelodones;Hombre;Apátridas;0
152; Torrelodones;Hombre;Asia;1
152; Torrelodones;Hombre;No consta;0
152; Torrelodones;Hombre;Oceanía;0
152; Torrelodones;Hombre;Otros países de América;0
152; Torrelodones;Hombre;Otros países de Europa;0
152; Torrelodones;Hombre;Unión Europea;86
152; Torrelodones;Mujer;África;0
152; Torrelodones;Mujer;América Central y del Caribe;0
152; Torrelodones;Mujer;América del Norte;0
152; Torrelodones;Mujer;América del Sur;2
152; Torrelodones;Mujer;Apátridas;0
152; Torrelodones;Mujer;Asia;0
152; Torrelodones;Mujer;No consta;0
152; Torrelodones;Mujer;Oceanía;0
152; Torrelodones;Mujer;Otros países de América;0
152; Torrelodones;Mujer;Otros países de Europa;0
152; Torrelodones;Mujer;Unión Europea;66
153; Torremocha de Jarama;Hombre;África;0
153; Torremocha de Jarama;Hombre;América Central y del Caribe;0
153; Torremocha de Jarama;Hombre;América del Norte;0
153; Torremocha de Jarama;Hombre;América del Sur;0
153; Torremocha de Jarama;Hombre;Apátridas;0
153; Torremocha de Jarama;Hombre;Asia;0
153; Torremocha de Jarama;Hombre;No consta;0
153; Torremocha de Jarama;Hombre;Oceanía;0
153; Torremocha de Jarama;Hombre;Otros países de América;0
153; Torremocha de Jarama;Hombre;Otros países de Europa;0
153; Torremocha de Jarama;Hombre;Unión Europea;5
153; Torremocha de Jarama;Mujer;África;0
153; Torremocha de Jarama;Mujer;América Central y del Caribe;0
153; Torremocha de Jarama;Mujer;América del Norte;0
153; Torremocha de Jarama;Mujer;América del Sur;0
153; Torremocha de Jarama;Mujer;Apátridas;0
153; Torremocha de Jarama;Mujer;Asia;0
153; Torremocha de Jarama;Mujer;No consta;0
153; Torremocha de Jarama;Mujer;Oceanía;0
153; Torremocha de Jarama;Mujer;Otros países de América;0
153; Torremocha de Jarama;Mujer;Otros países de Europa;0
153; Torremocha de Jarama;Mujer;Unión Europea;1
154; Torres de la Alameda;Hombre;África;1
154; Torres de la Alameda;Hombre;América Central y del Caribe;0
154; Torres de la Alameda;Hombre;América del Norte;0
154; Torres de la Alameda;Hombre;América del Sur;2
154; Torres de la Alameda;Hombre;Apátridas;0
154; Torres de la Alameda;Hombre;Asia;0
154; Torres de la Alameda;Hombre;No consta;0
154; Torres de la Alameda;Hombre;Oceanía;0
154; Torres de la Alameda;Hombre;Otros países de América;0
154; Torres de la Alameda;Hombre;Otros países de Europa;1
154; Torres de la Alameda;Hombre;Unión Europea;33
154; Torres de la Alameda;Mujer;África;5
154; Torres de la Alameda;Mujer;América Central y del Caribe;0
154; Torres de la Alameda;Mujer;América del Norte;0
154; Torres de la Alameda;Mujer;América del Sur;2
154; Torres de la Alameda;Mujer;Apátridas;0
154; Torres de la Alameda;Mujer;Asia;0
154; Torres de la Alameda;Mujer;No consta;0
154; Torres de la Alameda;Mujer;Oceanía;0
154; Torres de la Alameda;Mujer;Otros países de América;0
154; Torres de la Alameda;Mujer;Otros países de Europa;0
154; Torres de la Alameda;Mujer;Unión Europea;27
903; Tres Cantos;Hombre;África;1
903; Tres Cantos;Hombre;América Central y del Caribe;0
903; Tres Cantos;Hombre;América del Norte;0
903; Tres Cantos;Hombre;América del Sur;7
903; Tres Cantos;Hombre;Apátridas;0
903; Tres Cantos;Hombre;Asia;1
903; Tres Cantos;Hombre;No consta;0
903; Tres Cantos;Hombre;Oceanía;0
903; Tres Cantos;Hombre;Otros países de América;0
903; Tres Cantos;Hombre;Otros países de Europa;0
903; Tres Cantos;Hombre;Unión Europea;233
903; Tres Cantos;Mujer;África;2
903; Tres Cantos;Mujer;América Central y del Caribe;0
903; Tres Cantos;Mujer;América del Norte;2
903; Tres Cantos;Mujer;América del Sur;5
903; Tres Cantos;Mujer;Apátridas;0
903; Tres Cantos;Mujer;Asia;2
903; Tres Cantos;Mujer;No consta;0
903; Tres Cantos;Mujer;Oceanía;0
903; Tres Cantos;Mujer;Otros países de América;0
903; Tres Cantos;Mujer;Otros países de Europa;0
903; Tres Cantos;Mujer;Unión Europea;237
155; Valdaracete;Hombre;África;0
155; Valdaracete;Hombre;América Central y del Caribe;0
155; Valdaracete;Hombre;América del Norte;0
155; Valdaracete;Hombre;América del Sur;0
155; Valdaracete;Hombre;Apátridas;0
155; Valdaracete;Hombre;Asia;0
155; Valdaracete;Hombre;No consta;0
155; Valdaracete;Hombre;Oceanía;0
155; Valdaracete;Hombre;Otros países de América;0
155; Valdaracete;Hombre;Otros países de Europa;0
155; Valdaracete;Hombre;Unión Europea;1
155; Valdaracete;Mujer;África;0
155; Valdaracete;Mujer;América Central y del Caribe;0
155; Valdaracete;Mujer;América del Norte;0
155; Valdaracete;Mujer;América del Sur;1
155; Valdaracete;Mujer;Apátridas;0
155; Valdaracete;Mujer;Asia;0
155; Valdaracete;Mujer;No consta;0
155; Valdaracete;Mujer;Oceanía;0
155; Valdaracete;Mujer;Otros países de América;0
155; Valdaracete;Mujer;Otros países de Europa;0
155; Valdaracete;Mujer;Unión Europea;0
156; Valdeavero;Hombre;África;0
156; Valdeavero;Hombre;América Central y del Caribe;0
156; Valdeavero;Hombre;América del Norte;0
156; Valdeavero;Hombre;América del Sur;0
156; Valdeavero;Hombre;Apátridas;0
156; Valdeavero;Hombre;Asia;0
156; Valdeavero;Hombre;No consta;0
156; Valdeavero;Hombre;Oceanía;0
156; Valdeavero;Hombre;Otros países de América;0
156; Valdeavero;Hombre;Otros países de Europa;0
156; Valdeavero;Hombre;Unión Europea;7
156; Valdeavero;Mujer;África;0
156; Valdeavero;Mujer;América Central y del Caribe;0
156; Valdeavero;Mujer;América del Norte;0
156; Valdeavero;Mujer;América del Sur;0
156; Valdeavero;Mujer;Apátridas;0
156; Valdeavero;Mujer;Asia;1
156; Valdeavero;Mujer;No consta;0
156; Valdeavero;Mujer;Oceanía;0
156; Valdeavero;Mujer;Otros países de América;0
156; Valdeavero;Mujer;Otros países de Europa;0
156; Valdeavero;Mujer;Unión Europea;11
157; Valdelaguna;Hombre;África;0
157; Valdelaguna;Hombre;América Central y del Caribe;0
157; Valdelaguna;Hombre;América del Norte;0
157; Valdelaguna;Hombre;América del Sur;0
157; Valdelaguna;Hombre;Apátridas;0
157; Valdelaguna;Hombre;Asia;0
157; Valdelaguna;Hombre;No consta;0
157; Valdelaguna;Hombre;Oceanía;0
157; Valdelaguna;Hombre;Otros países de América;0
157; Valdelaguna;Hombre;Otros países de Europa;0
157; Valdelaguna;Hombre;Unión Europea;1
157; Valdelaguna;Mujer;África;0
157; Valdelaguna;Mujer;América Central y del Caribe;0
157; Valdelaguna;Mujer;América del Norte;0
157; Valdelaguna;Mujer;América del Sur;0
157; Valdelaguna;Mujer;Apátridas;0
157; Valdelaguna;Mujer;Asia;0
157; Valdelaguna;Mujer;No consta;0
157; Valdelaguna;Mujer;Oceanía;0
157; Valdelaguna;Mujer;Otros países de América;0
157; Valdelaguna;Mujer;Otros países de Europa;0
157; Valdelaguna;Mujer;Unión Europea;6
158; Valdemanco;Hombre;África;0
158; Valdemanco;Hombre;América Central y del Caribe;0
158; Valdemanco;Hombre;América del Norte;0
158; Valdemanco;Hombre;América del Sur;0
158; Valdemanco;Hombre;Apátridas;0
158; Valdemanco;Hombre;Asia;0
158; Valdemanco;Hombre;No consta;0
158; Valdemanco;Hombre;Oceanía;0
158; Valdemanco;Hombre;Otros países de América;0
158; Valdemanco;Hombre;Otros países de Europa;0
158; Valdemanco;Hombre;Unión Europea;2
158; Valdemanco;Mujer;África;0
158; Valdemanco;Mujer;América Central y del Caribe;0
158; Valdemanco;Mujer;América del Norte;0
158; Valdemanco;Mujer;América del Sur;0
158; Valdemanco;Mujer;Apátridas;0
158; Valdemanco;Mujer;Asia;0
158; Valdemanco;Mujer;No consta;0
158; Valdemanco;Mujer;Oceanía;0
158; Valdemanco;Mujer;Otros países de América;0
158; Valdemanco;Mujer;Otros países de Europa;0
158; Valdemanco;Mujer;Unión Europea;4
159; Valdemaqueda;Hombre;África;1
159; Valdemaqueda;Hombre;América Central y del Caribe;0
159; Valdemaqueda;Hombre;América del Norte;0
159; Valdemaqueda;Hombre;América del Sur;0
159; Valdemaqueda;Hombre;Apátridas;0
159; Valdemaqueda;Hombre;Asia;0
159; Valdemaqueda;Hombre;No consta;0
159; Valdemaqueda;Hombre;Oceanía;0
159; Valdemaqueda;Hombre;Otros países de América;0
159; Valdemaqueda;Hombre;Otros países de Europa;0
159; Valdemaqueda;Hombre;Unión Europea;1
159; Valdemaqueda;Mujer;África;1
159; Valdemaqueda;Mujer;América Central y del Caribe;0
159; Valdemaqueda;Mujer;América del Norte;0
159; Valdemaqueda;Mujer;América del Sur;0
159; Valdemaqueda;Mujer;Apátridas;0
159; Valdemaqueda;Mujer;Asia;0
159; Valdemaqueda;Mujer;No consta;0
159; Valdemaqueda;Mujer;Oceanía;0
159; Valdemaqueda;Mujer;Otros países de América;0
159; Valdemaqueda;Mujer;Otros países de Europa;0
159; Valdemaqueda;Mujer;Unión Europea;4
160; Valdemorillo;Hombre;África;6
160; Valdemorillo;Hombre;América Central y del Caribe;0
160; Valdemorillo;Hombre;América del Norte;0
160; Valdemorillo;Hombre;América del Sur;1
160; Valdemorillo;Hombre;Apátridas;0
160; Valdemorillo;Hombre;Asia;0
160; Valdemorillo;Hombre;No consta;0
160; Valdemorillo;Hombre;Oceanía;0
160; Valdemorillo;Hombre;Otros países de América;0
160; Valdemorillo;Hombre;Otros países de Europa;0
160; Valdemorillo;Hombre;Unión Europea;45
160; Valdemorillo;Mujer;África;10
160; Valdemorillo;Mujer;América Central y del Caribe;1
160; Valdemorillo;Mujer;América del Norte;0
160; Valdemorillo;Mujer;América del Sur;3
160; Valdemorillo;Mujer;Apátridas;0
160; Valdemorillo;Mujer;Asia;0
160; Valdemorillo;Mujer;No consta;0
160; Valdemorillo;Mujer;Oceanía;0
160; Valdemorillo;Mujer;Otros países de América;0
160; Valdemorillo;Mujer;Otros países de Europa;0
160; Valdemorillo;Mujer;Unión Europea;39
161; Valdemoro;Hombre;África;13
161; Valdemoro;Hombre;América Central y del Caribe;1
161; Valdemoro;Hombre;América del Norte;0
161; Valdemoro;Hombre;América del Sur;6
161; Valdemoro;Hombre;Apátridas;0
161; Valdemoro;Hombre;Asia;5
161; Valdemoro;Hombre;No consta;0
161; Valdemoro;Hombre;Oceanía;0
161; Valdemoro;Hombre;Otros países de América;0
161; Valdemoro;Hombre;Otros países de Europa;1
161; Valdemoro;Hombre;Unión Europea;372
161; Valdemoro;Mujer;África;13
161; Valdemoro;Mujer;América Central y del Caribe;3
161; Valdemoro;Mujer;América del Norte;0
161; Valdemoro;Mujer;América del Sur;20
161; Valdemoro;Mujer;Apátridas;0
161; Valdemoro;Mujer;Asia;3
161; Valdemoro;Mujer;No consta;0
161; Valdemoro;Mujer;Oceanía;0
161; Valdemoro;Mujer;Otros países de América;0
161; Valdemoro;Mujer;Otros países de Europa;3
161; Valdemoro;Mujer;Unión Europea;320
162; Valdeolmos-Alalpardo;Hombre;África;3
162; Valdeolmos-Alalpardo;Hombre;América Central y del Caribe;0
162; Valdeolmos-Alalpardo;Hombre;América del Norte;0
162; Valdeolmos-Alalpardo;Hombre;América del Sur;0
162; Valdeolmos-Alalpardo;Hombre;Apátridas;0
162; Valdeolmos-Alalpardo;Hombre;Asia;0
162; Valdeolmos-Alalpardo;Hombre;No consta;0
162; Valdeolmos-Alalpardo;Hombre;Oceanía;0
162; Valdeolmos-Alalpardo;Hombre;Otros países de América;0
162; Valdeolmos-Alalpardo;Hombre;Otros países de Europa;0
162; Valdeolmos-Alalpardo;Hombre;Unión Europea;19
162; Valdeolmos-Alalpardo;Mujer;África;0
162; Valdeolmos-Alalpardo;Mujer;América Central y del Caribe;0
162; Valdeolmos-Alalpardo;Mujer;América del Norte;0
162; Valdeolmos-Alalpardo;Mujer;América del Sur;1
162; Valdeolmos-Alalpardo;Mujer;Apátridas;0
162; Valdeolmos-Alalpardo;Mujer;Asia;0
162; Valdeolmos-Alalpardo;Mujer;No consta;0
162; Valdeolmos-Alalpardo;Mujer;Oceanía;0
162; Valdeolmos-Alalpardo;Mujer;Otros países de América;0
162; Valdeolmos-Alalpardo;Mujer;Otros países de Europa;0
162; Valdeolmos-Alalpardo;Mujer;Unión Europea;12
163; Valdepiélagos;Hombre;África;0
163; Valdepiélagos;Hombre;América Central y del Caribe;0
163; Valdepiélagos;Hombre;América del Norte;0
163; Valdepiélagos;Hombre;América del Sur;0
163; Valdepiélagos;Hombre;Apátridas;0
163; Valdepiélagos;Hombre;Asia;0
163; Valdepiélagos;Hombre;No consta;0
163; Valdepiélagos;Hombre;Oceanía;0
163; Valdepiélagos;Hombre;Otros países de América;0
163; Valdepiélagos;Hombre;Otros países de Europa;0
163; Valdepiélagos;Hombre;Unión Europea;3
163; Valdepiélagos;Mujer;África;0
163; Valdepiélagos;Mujer;América Central y del Caribe;0
163; Valdepiélagos;Mujer;América del Norte;0
163; Valdepiélagos;Mujer;América del Sur;0
163; Valdepiélagos;Mujer;Apátridas;0
163; Valdepiélagos;Mujer;Asia;0
163; Valdepiélagos;Mujer;No consta;0
163; Valdepiélagos;Mujer;Oceanía;0
163; Valdepiélagos;Mujer;Otros países de América;0
163; Valdepiélagos;Mujer;Otros países de Europa;0
163; Valdepiélagos;Mujer;Unión Europea;2
164; Valdetorres de Jarama;Hombre;África;4
164; Valdetorres de Jarama;Hombre;América Central y del Caribe;0
164; Valdetorres de Jarama;Hombre;América del Norte;0
164; Valdetorres de Jarama;Hombre;América del Sur;2
164; Valdetorres de Jarama;Hombre;Apátridas;0
164; Valdetorres de Jarama;Hombre;Asia;0
164; Valdetorres de Jarama;Hombre;No consta;0
164; Valdetorres de Jarama;Hombre;Oceanía;0
164; Valdetorres de Jarama;Hombre;Otros países de América;0
164; Valdetorres de Jarama;Hombre;Otros países de Europa;0
164; Valdetorres de Jarama;Hombre;Unión Europea;12
164; Valdetorres de Jarama;Mujer;África;4
164; Valdetorres de Jarama;Mujer;América Central y del Caribe;0
164; Valdetorres de Jarama;Mujer;América del Norte;0
164; Valdetorres de Jarama;Mujer;América del Sur;0
164; Valdetorres de Jarama;Mujer;Apátridas;0
164; Valdetorres de Jarama;Mujer;Asia;0
164; Valdetorres de Jarama;Mujer;No consta;0
164; Valdetorres de Jarama;Mujer;Oceanía;0
164; Valdetorres de Jarama;Mujer;Otros países de América;0
164; Valdetorres de Jarama;Mujer;Otros países de Europa;0
164; Valdetorres de Jarama;Mujer;Unión Europea;14
165; Valdilecha;Hombre;África;1
165; Valdilecha;Hombre;América Central y del Caribe;0
165; Valdilecha;Hombre;América del Norte;0
165; Valdilecha;Hombre;América del Sur;0
165; Valdilecha;Hombre;Apátridas;0
165; Valdilecha;Hombre;Asia;0
165; Valdilecha;Hombre;No consta;0
165; Valdilecha;Hombre;Oceanía;0
165; Valdilecha;Hombre;Otros países de América;0
165; Valdilecha;Hombre;Otros países de Europa;0
165; Valdilecha;Hombre;Unión Europea;9
165; Valdilecha;Mujer;África;1
165; Valdilecha;Mujer;América Central y del Caribe;0
165; Valdilecha;Mujer;América del Norte;0
165; Valdilecha;Mujer;América del Sur;1
165; Valdilecha;Mujer;Apátridas;0
165; Valdilecha;Mujer;Asia;0
165; Valdilecha;Mujer;No consta;0
165; Valdilecha;Mujer;Oceanía;0
165; Valdilecha;Mujer;Otros países de América;0
165; Valdilecha;Mujer;Otros países de Europa;0
165; Valdilecha;Mujer;Unión Europea;10
166; Valverde de Alcalá;Hombre;África;0
166; Valverde de Alcalá;Hombre;América Central y del Caribe;0
166; Valverde de Alcalá;Hombre;América del Norte;0
166; Valverde de Alcalá;Hombre;América del Sur;0
166; Valverde de Alcalá;Hombre;Apátridas;0
166; Valverde de Alcalá;Hombre;Asia;0
166; Valverde de Alcalá;Hombre;No consta;0
166; Valverde de Alcalá;Hombre;Oceanía;0
166; Valverde de Alcalá;Hombre;Otros países de América;0
166; Valverde de Alcalá;Hombre;Otros países de Europa;0
